quote,author,tags
maybe everbody in the whole damn world is scared of each other,john steinbeck,"['loneliness', 'people', 'scared', 'world']"
is fat really the worst thing a human being can be is fat worse than vindictive jealous shallow vain boring or cruel not to me,jk rowling,['inspirational']
if a book about failures doesnt sell is it a success,jerry seinfeld,"['books', 'funny']"
imagine smiling after a slap in the face then think of doing it twentyfour hours a day,markus zusak,"['pain', 'sadness', 'stoicism']"
you were born with wings why prefer to crawl through life,rumi,['inspirational']
wherever you go becomes a part of you somehow,anita desai,['travel']
the function of prayer is not to influence god but rather to change the nature of the one who prays,soren kierkegaard,"['faith', 'god', 'prayer']"
when you do things from your soul you feel a river moving in you a joy,rumi,['joy']
how did it get so late so soon,dr seuss,"['afternoon', 'december', 'flewn', 'june', 'late', 'night', 'soon', 'time']"
i am an excitable person who only understands life lyrically musically in whom feelings are much stronger as reason i am so thirsty for the marvelous that only the marvelous has power over me anything i can not transform into something marvelous i let go reality doesnt impress me i only believe in intoxication in ecstasy and when ordinary life shackles me i escape one way or another no more walls,anais nin,"['anaisnin', 'art']"
i can resist anything except temptation,oscar wilde,['temptation']
atticus told me to delete the adjectives and id have the facts,harper lee,['writingadvice']
life shrinks or expands in proportion to ones courage,anais nin,"['courage', 'life']"
we can easily forgive a child who is afraid of the dark the real tragedy of life is when men are afraid of the light,plato,"['darkness', 'dishonesty', 'fear', 'light', 'willfulignorance']"
i would like to be the air that inhabits you for a moment only i would like to be that unnoticed and that necessary,margaret atwood,"['love', 'obsession', 'sleep']"
maybe you can afford to wait maybe for you theres a tomorrow maybe for you theres one thousand tomorrows or three thousand or ten so much time you can bathe in it roll around it let it slide like coins through you fingers so much time you can waste itbut for some of us theres only today and the truth is you never really know,lauren oliver,['inspirationallife']
dont stop there i suppose there are also what vampires and werewolves and zombiesof course there are although you mostly find zombies farther south where the voudun priests arewhat about mummies do they only hang around egyptdont be ridiculous no one believes in mummies,cassandra clare,"['claryfray', 'jacewayland', 'joke', 'mummies', 'sarcasm', 'vampire', 'werewolf', 'zombies']"
even death has a heart,markus zusak,"['death', 'life']"
one ought every day at least to hear a little song read a good poem see a fine picture and if it were possible to speak a few reasonable words,johann wolfgang von goethe,"['art', 'goodlife', 'music', 'poetry', 'selfimprovement']"
you speak an infinite deal of nothing,william shakespeare,"['insults', 'shakespeare']"
it doesnt interest me what you do for a living i want to know what you ache for and if you dare to dream of meeting your hearts longingit doesnt interest me how old you are i want to know if you will risk looking like a fool for love for your dream for the adventure of being alive it doesnt interest me what planets are squaring your moon i want to know if you have touched the center of your own sorrow if you have been opened by lifes betrayals or have become shriveled and closed from fear of further paini want to know if you can sit with pain mine or your own without moving to hide it or fade it or fix it i want to know if you can be with joy mine or your own if you can dance with wildness and let the ecstasy fill you to the tips of your fingers and toes without cautioning us to be careful to be realistic to remember the limitations of being human it doesnt interest me if the story you are telling me is true i want to know if you can disappoint another to be true to yourself if you can bear the accusation of betrayal and not betray your own soul if you can be faithlessand therefore trustworthy i want to know if you can see beauty even when its not pretty every dayand if you can source your own life from its presence i want to know if you can live with failure yours and mine and still stand on the edge of the lake and shout to the silver of the full moon yesit doesnt interest me to know where you live or how much money you have i want to know if you can get up after the night of grief and despair weary and bruised to the bone and do what needs to be done to feed the children it doesnt interest me who you know or how you came to be here i want to know if you will stand in the center of the fire with me and not shrink back it doesnt interest me where or what or with whom you have studied i want to know what sustains you from the inside when all else falls away i want to know if you can be alone with yourself and if you truly like the company you keep in the empty moments,oriah mountain dreamer,['inspirational']
all you have to do is write one true sentence write the truest sentence that you know,ernest hemingway,"['truth', 'writing', 'writingadvice']"
sometimes you read a book and it fills you with this weird evangelical zeal and you become convinced that the shattered world will never be put back together unless and until all living humans read the book and then there are books like an imperial affliction which you cant tell people about books so special and rare and yours that advertising your affection feels like betrayal,john green,"['books', 'johngreen', 'reading', 'thefaultinourstars']"
a cynic is a man who knows the price of everything and the value of nothing,oscar wilde,['cynicism']
he does something to me that boy every time its his only detriment he steps on my heart he makes me cry,markus zusak,"['heartbreak', 'love', 'sad']"
gravitation is not responsible for people falling in love,albert einstein,['love']
you know when it works love is pretty amazing its not overrated theres a reason for all those songs,sarah dessen,['love']
to me fearless is not the absense of fear its not being completely unafraid to me fearless is having fears fearless is having doubts lots of them to me fearless is living in spite of those things that scare you to death,taylor swift,"['fearless', 'inspirational', 'love']"
but in the end one needs more courage to live than to kill himself,albert camus,"['enduring', 'goingon', 'suicide', 'survival']"
the moment you doubt whether you can fly you cease for ever to be able to do it,j m barrie,"['barrie', 'belief', 'fantasy', 'flying', 'imagination', 'kensingtongardens', 'london', 'magic', 'neverland', 'park', 'peterpan', 'scotland', 'selfconfidence']"
say provoking again your mouth looks provocative when you do,becca fitzpatrick,"['fallenanger', 'humor', 'nephlim', 'romance']"
there are three types of lies  lies damn lies and statistics,benjamin disraeli,"['lies', 'lying', 'misattributedmarktwain', 'statistics', 'truth']"
words are easy like the wind faithful friends are hard to find,william shakespeare,['friendship']
i dream sometimes i think thats the only right thing to do,haruki murakami,"['dreaming', 'dreams']"
dont be afraid of death be afraid of an unlived life you dont have to live forever you just have to live,natalie babbitt,['life']
the very least you can do in your life is figure out what you hope for and the most you can do is live inside that hope not admire it from a distance but live right in it under its roof,barbara kingsolver,['hope']
i could easily forgive his pride if he had not mortified mine,jane austen,"['elizabethbennet', 'forgiveness', 'injury', 'mortification', 'pride']"
dont you think its better to be extremely happy for a short while even if you lose it than to be just okay for your whole life,audrey niffenegger,['life']
i can listen no longer in silence i must speak to you by such means as are within my reach you pierce my soul i am half agony half hope tell me not that i am too late that such precious feelings are gone for ever i offer myself to you again with a heart even more your own than when you almost broke it eight years and a half ago dare not say that man forgets sooner than woman that his love has an earlier death i have loved none but you unjust i may have been weak and resentful i have been but never inconstant you alone have brought me to bath for you alone i think and plan have you not seen this can you fail to have understood my wishes i had not waited even these ten days could i have read your feelings as i think you must have penetrated mine i can hardly write i am every instant hearing something which overpowers me you sink your voice but i can distinguish the tones of that voice when they would be lost on others too good too excellent creature you do us justice indeed you do believe that there is true attachment and constancy among men believe it to be most fervent most undeviating in f wi must go uncertain of my fate but i shall return hither or follow your party as soon as possible a word a look will be enough to decide whether i enter your fathers house this evening or never,jane austen,['romance']
someone i loved once gave me a box full of darkness it took me years to understand that this too was a gift,mary oliver,"['box', 'darkness', 'gift', 'love']"
you need to learn how to select your thoughts just the same way you select your clothes every day this is a power you can cultivate if you want to control things in your life so bad work on the mind thats the only thing you should be trying to control,elizabeth gilbert,"['eatpraylove', 'elizabethgilbert', 'inspiration']"
you will do foolish things but do them with enthusiasm,colette,"['enthusiasm', 'foolishness', 'silliness', 'wisdom']"
life appears to me too short to be spent in nursing animosity or registering wrongs,charlotte bronte,['grudges']
dont part with your illusions when they are gone you may still exist but you have ceased to live,mark twain,"['illusions', 'life']"
you know what charm is a way of getting the answer yes without having asked any clear question,albert camus,['romance']
you see things you say why but i dream things that never were and i say why not,george bernard shaw,['inspirational']
people say that life is the thing but i prefer reading,logan pearsall smith,"['life', 'reading']"
though nobody can go back and make a new beginning anyone can start over and make a new ending,chico xavier,"['inspirational', 'lifelessons']"
yeah quirrell was a great teacher there was just that minor drawback of him having lord voldemort sticking out of the back of his head,jk rowling,['humor']
never be afraid to trust an unknown future to a known god,corrie ten boom,"['faith', 'future', 'god', 'trust']"
grover was sniffing the wind looking nervous he fished out his acorns and threw them into the sand then played his pipes they rearranged themselves in a pattern that made no sense to me but grover looked concerned thats us he said those five nuts right there which one is me i asked the little deformed one zoe suggested oh shut up,rick riordan,"['acorns', 'percyjackson', 'zoenightshade']"
i love you like a fat kid loves cake,scott adams,"['food', 'humor', 'love']"
tonight i can write the saddest linesi loved her and sometimes she loved me too,pablo neruda,"['love', 'sadness']"
there are darknesses in life and there are lights and you are one of the lights the light of all lights,bram stoker,"['darkness', 'light', 'mina', 'vanhelsing']"
we should consider every day lost on which we have not danced at least once,friedrich wilhelm nietzsche,"['dance', 'dancing', 'music']"
an expert is a person who has made all the mistakes that can be made in a very narrow field,niels bohr,['science']
i will have you without armor kaz brekker or i will not have you at all,leigh bardugo,['sixofcrows']
you might be poor your shoes might be broken but your mind is a palace,frank mccourt,"['intelligence', 'mind', 'poverty']"
its probably not just by chance that im alone it would be very hard for a man to live with me unless hes terribly strong and if hes stronger than i im the one who cant live with him  im neither smart nor stupid but i dont think im a runofthemill person ive been in business without being a businesswoman ive loved without being a woman made only for love the two men ive loved i think will remember me on earth or in heaven because men always remember a woman who caused them concern and uneasiness ive done my best in regard to people and to life without precepts but with a taste for justice,coco chanel,"['autonomy', 'bachelorhood', 'empowerment', 'freedom', 'independence', 'individuality', 'love', 'marriage', 'matrimony', 'men', 'selfdetermination', 'selfsufficiency', 'singles', 'strength', 'women']"
it was not the feeling of completeness i so needed but the feeling of not being empty,jonathan safran foer,"['emptiness', 'life']"
live in the present remember the past and fear not the future for it doesnt exist and never shall there is only now,christopher paolini,['inspirational']
it is not that im so smart but i stay with the questions much longer,albert einstein,"['intelligence', 'learning', 'wisdom']"
i am a cage in search of a bird,franz kafka,['franzkafka']
and when her lips met mine i knew that i could live to be a hundred and visit every country in the world but nothing would ever compare to that single moment when i first kissed the girl of my dreams and knew that my love would last forever,nicholas sparks,"['bestseller', 'love', 'nicholassparks', 'northcarolina', 'novel']"
to say goodbye is to die a little,raymond chandler,"['change', 'life', 'parting', 'romantics']"
welcome to the wonderful world of jealousy he thought for the price of admission you get a splitting headache a nearly irresistable urge to commit murder and an inferiority complex yippee,jr ward,"['humor', 'jealousy', 'love']"
whatever the cost of our libraries the price is cheap compared to that of an ignorant nation,walter cronkite,"['education', 'ignorance', 'intelligence', 'libraries']"
dont feel bad im usually about to die,rick riordan,"['death', 'greek', 'humor', 'mythology', 'percyjackson', 'sorry']"
im sure the universe is full of intelligent life its just been too intelligent to come here,arthur c clarke,"['extraterrestrials', 'humor', 'intelligentlife', 'life', 'science', 'universe']"
the best books are those that tell you what you know already,george orwell,"['books', 'reading']"
letting go means to come to the realization that some people are a part of your history but not a part of your destiny,steve maraboli,"['destiny', 'happiness', 'history', 'inspirational', 'letgo', 'lettinggo', 'life', 'motivational', 'movingon', 'success']"
there are years that ask questions and years that answer,zora neale hurston,['inspiration']
when i discover who i am ill be free,ralph ellison,"['freedom', 'identity', 'independence', 'selfawareness', 'selfdiscovery']"
we are just an advanced breed of monkeys on a minor planet of a very average star but we can understand the universe that makes us something very special,stephen hawking,"['inspirational', 'science']"
you here to finish me off sweetheart,suzanne collins,"['humor', 'hungergames', 'katniss', 'mellark', 'peeta', 'romance']"
look after my heart  ive left it with you,stephenie meyer,"['bella', 'edward', 'love', 'twilightsaga']"
growing apart doesnt change the fact that for a long time we grew side by side our roots will always be tangled im glad for that,ally condie,"['childhood', 'friendship', 'growingup']"
if you ever find yourself in the wrong story leave,mo willems,"['fairytales', 'humor', 'humorous', 'philosophy', 'psychology']"
the purpose of life is not to be happy it is to be useful to be honorable to be compassionate to have it make some difference that you have lived and lived well,ralph waldo emerson,"['helpingothers', 'makeadifference', 'purpose', 'purposeoflife']"
the beginning of love is the will to let those we love be perfectly themselves the resolution not to twist them to fit our own image if in loving them we do not love what they are but only their potential likeness to ourselves then we do not love them we only love the reflection of ourselves we find in them,thomas merton,"['friendship', 'love', 'selfdiscovery', 'trust', 'truth']"
if you want to be a writer you must do two things above all others read a lot and write a lot,stephen king,['writing']
i can shake off everything as i write my sorrows disappear my courage is reborn,anne frank,['writing']
success is getting what you want happiness is wanting what you get,w p kinsella,"['happiness', 'success']"
many a book is like a key to unknown chambers within the castle of ones own self,franz kafka,"['books', 'castle', 'self']"
dont bend dont water it down dont try to make it logical dont edit your own soul according to the fashion rather follow your most intense obsessions mercilessly,franz kafka,"['honesty', 'truthtelling', 'writing']"
suffering has been stronger than all other teaching and has taught me to understand what your heart used to be i have been bent and broken but  i hope  into a better shape,charles dickens,"['growth', 'heart', 'life', 'suffering']"
the most beautiful things in the world cannot be seen or touched they are felt with the heart,antoine de saintexupry,['inspirational']
so youre always honest i saidarent youno i told him im notwell thats good to know i guessim not saying im a liar i told him he raised his eyebrows thats not how i meant it anywayshowd you mean it theni justi dont always say what i feelwhy notbecause the truth sometimes hurts i saidyeah he said so do lies though,sarah dessen,"['lies', 'truth']"
the meek may inherit the earth but at the moment it belongs to the conceited like me,cassandra clare,"['cityofbones', 'humor', 'jacewayland', 'quotes']"
if you do not tell the truth about yourself you cannot tell it about other people,virginia woolf,"['honesty', 'lies', 'stories', 'truth']"
books should go where they will be most appreciated and not sit unread gathering dust on a forgotten shelf dont you agree,christopher paolini,"['books', 'reading']"
love is an untamed force when we try to control it it destroys us when we try to imprison it it enslaves us when we try to understand it it leaves us feeling lost and confused,paulo coelho,['love']
when we are tired we are attacked by ideas we conquered long ago,friedrich nietzsche,"['past', 'philosophy']"
so its you and a syringe against the capitol see this is why no one lets you make the plans,suzanne collins,"['awesomequote', 'haymitch']"
you must make a decision that you are going to move on it wont happen automatically you will have to rise up and say i dont care how hard this is i dont care how disappointed i am im not going to let this get the best of me im moving on with my life,joel osteen,"['disappointment', 'failure', 'movingon']"
words are pale shadows of forgotten names as names have power words have power words can light fires in the minds of men words can wring tears from the hardest hearts,patrick rothfuss,"['description', 'language', 'powerofwords', 'words']"
be brave to stand for what you believe in even if you stand alone,roy t bennett,"['belief', 'beliefs', 'believe', 'courage', 'couragequotes', 'inspiration', 'inspirational', 'inspirationalquotes', 'inspire', 'inspiring', 'life', 'lifequotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positiveaffirmation', 'positivelife', 'positivethinking']"
the best moments in reading are when you come across something  a thought a feeling a way of looking at things  which you had thought special and particular to you now here it is set down by someone else a person you have never met someone even who is long dead and it is as if a hand has come out and taken yours,alan bennett,"['books', 'history', 'reading']"
i crave your mouth your voice your hairsilent and starving i prowl through the streets bread does not nourish me dawn disrupts me all day i hunt for the liquid measure of your steps i hunger for your sleek laugh your hands the color of a savage harvest hunger for the pale stones of your fingernails i want to eat your skin like a whole almond i want to eat the sunbeam flaring in your lovely body the sovereign nose of your arrogant face i want to eat the fleeting shade of your lashes and i pace around hungry sniffing the twilight hunting for you for your hot heart like a puma in the barrens of quitratue,pablo neruda,"['love', 'poetry']"
if you want to tell people the truth make them laugh otherwise theyll kill you,george bernard shaw,"['kill', 'laughter', 'misattributedoscarwilde', 'truth']"
clary despite everything i cant bear the thought of this ring being lost forever any more then i can bear the thought of leaving you forever and though i have no choice about the one at least i can choose about the other im leaving you our family ring because you have as much right to it as i doim writing this watching the sun come up youre asleep dreams moving behind your restless eyelids i wish i knew what you were thinking i wish i could slip into your head and see the world the way you do i wish i could see myself the way you do but maybe i dont want to see that maybe it would make me feel even more than i already do that im perpetuating some kind of great lie on you and i couldnt stand that i belong to you you could do anything you wanted with me and i would let you you could ask anything of me and id break myself trying to make you happy my heart tells me this is the best and greatest feeling i have ever had but my mind knows the difference between wanting what you cant have and wanting what you shouldnt want and i shouldnt want youall night ive watched you sleeping watched the moonlight come and go casting its shadows across your face in black and white ive never seen anything more beautiful i think of the life we could have had if things were different a life where this night is not a singular event separate from everything else thats real but every night but things arent different and i cant look at you without feeling like ive tricked you into loving methe truth no one is willing to say out loud is that no one has a shot against valentine but me i can get close to him like no one else can i can pretend i want to join him and hell believe me up until that last moment where i end it all one way or another i have something of sebastians i can track him to where my fathers hiding and thats what im going to do so i lied to you last night i said i just wanted one night with you but i want every night with you and thats why i have to slip out of your window now like a coward because if i had to tell you this to your face i couldnt make myself go i dont blame you if you hate me i wish you would as long as i can still dream i will dream of you jace,cassandra clare,"['cassandraclare', 'cityoffallenangels', 'cityofglass', 'claryfray', 'herondale', 'jacelightwood', 'letter', 'morgenstern', 'mortalinstruments', 'wayland']"
have you ever noticed that anybody driving slower than you is an idiot and anyone going faster than you is a maniac,george carlin,['humor']
if i got rid of my demons id lose my angels,tennessee williams,"['angels', 'demons']"
dont feel sorry for yourself only assholes do that,haruki murakami,['nagasawa']
he smiled understandinglymuch more than understandingly it was one of those rare smiles with a quality of eternal reassurance in it that you may come across four or five times in life it facedor seemed to facethe whole eternal world for an instant and then concentrated on you with an irresistible prejudice in your favor it understood you just as far as you wanted to be understood believed in you as you would like to believe in yourself and assured you that it had precisely the impression of you that at your best you hoped to convey,f scott fitzgerald,['smiling']
the only way to get through life is to laugh your way through it you either have to laugh or cry i prefer to laugh crying gives me a headache,marjorie pay hinckley,"['humour', 'wisdom']"
how do you spell love  pigletyou dont spell ityou feel it  pooh,aa milne,"['love', 'piglet', 'poohbear', 'winniethepooh']"
its just that most really goodlooking people are stupid so i exceed expectationsright its primarily his hotness i saidit can be sort of blinding he saidit actually did blind our friend isaac i saidterrible tragedy that but can i help my own deadly beautyyou cannotit is my burden this beautiful facenot to mention your bodyseriously dont even get me started on my hot bod you dont want to see me naked dave seeing me naked actually took hazel graces breath away he said nodding toward the oxygen tank,john green,"['johngreen', 'thefaultinourstars']"
life he realize was much like a song in the beginning there is mystery in the end there is confirmation but its in the middle where all the emotion resides to make the whole thing worthwhile,nicholas sparks,"['life', 'love', 'music', 'simile', 'song']"
i wasnt actually in love but i felt a sort of tender curiosity,f scott fitzgerald,"['affection', 'amity', 'love']"
everything can be taken from a man but one thing the last of the human freedomsto choose ones attitude in any given set of circumstances to choose ones own way,viktor e frankl,"['inspirational', 'motivational']"
education is the ability to listen to almost anything without losing your temper or your selfconfidence,robert frost,['education']
you cant measure the mutual affection of two human beings by the number of words they exchange,milan kundera,['love']
you couldnt relive your life skipping the awful parts without losing what made it worthwhile you had to accept it as a wholelike the world or the person you loved,stewart onan,"['acceptance', 'life', 'love', 'worth']"
life is a shipwreck but we must not forget to sing in the lifeboats,voltaire,['inspirational']
happiness is only real when shared,jon krakauer,"['family', 'happiness', 'inspirational', 'love', 'marriage']"
there are three rules for writing a novel unfortunately no one knows what they are,w somerset maugham,['writing']
travel is fatal to prejudice bigotry and narrowmindedness and many of our people need it sorely on these accounts broad wholesome charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all ones lifetime,mark twain,['travel']
love is a temporary madness it erupts like volcanoes and then subsides and when it subsides you have to make a decision you have to work out whether your roots have so entwined together that it is inconceivable that you should ever part because this is what love is love is not breathlessness it is not excitement it is not the promulgation of promises of eternal passion it is not the desire to mate every second minute of the day it is not lying awake at night imagining that he is kissing every cranny of your body no dont blush i am telling you some truths that is just being in love which any fool can do love itself is what is left over when being in love has burned away and this is both an art and a fortunate accident,shawn slovo,['love']
that it will never come again is what makes life so sweet,emily dickinson,['life']
people demand freedom of speech as a compensation for the freedom of thought which they seldom use,sren kierkegaard,"['civilrights', 'freespeech', 'freewill', 'freedom', 'intelligence', 'liberty', 'stupidity']"
its been my experience that you can nearly always enjoy things if you make up your mind firmly that you will,lucy maud montgomery,['happiness']
no woman really wants a man to carry her off she only wants him to want to do it,elizabeth peters,"['ameliapeabody', 'men', 'women']"
every great love starts with a great story,nicholas sparks,"['romance', 'storytelling']"
but i dont want comfort i want god i want poetry i want real danger i want freedom i want goodness i want sin,aldous huxley,"['bravenewworld', 'hunger', 'thirst', 'yearning']"
time is an illusion lunchtime doubly so,douglas adams,"['humor', 'philosophy', 'sciencefiction']"
hello babies welcome to earth its hot in the summer and cold in the winter its round and wet and crowded on the outside babies youve got a hundred years here theres only one rule that i know of babiesgod damn it youve got to be kind,kurt vonnegut,['fact']
he thinks hell be remembered as the villain in the story but i forgot to tell him that the villain is usually the person who locks up the maiden and throws away the key he was the one who let me out,sarah j maas,['acourtofmistandfury']
there is no mistaking a real book when one meets it it is like falling in love,christopher morley,"['bibliophilia', 'books']"
when we are no longer able to change a situation we are challenged to change ourselves,viktor e frankl,['motivation']
the past has no power over the present moment,eckhart tolle,"['education', 'inspirational', 'life', 'philosophy', 'truth', 'wisdom']"
every man i meet wants to protect me i cant figure out what from,mae west,"['chivalry', 'men', 'protection', 'relationships', 'women']"
in politics if you want anything said ask a man if you want anything done ask a woman,margaret thatcher,"['genderroles', 'genderstereotypes', 'men', 'women']"
its a lot easier to be lost than found its the reason were always searching and rarely discoveredso many locks not enough keys,sarah dessen,['lockandkey']
reading furnishes the mind only with materials of knowledge it is thinking that makes what we read ours,john locke,"['knowledge', 'reading', 'thinking']"
maybeyoull fall in love with me all over againhell i said i love you enough now what do you want to do ruin meyes i want to ruin yougood i said thats what i want too,ernest hemingway,"['infatuation', 'love']"
why were you lurking under our windowyes  yes good point petunia what were you doing under our windows boylistening to the news said harry in a resigned voicehis aunt and uncle exchanged looks of outragelistening to the news againwell it changes every day you see said harry,jk rowling,"['dursley', 'harrypotter', 'humor', 'news', 'sarcasm']"
you never know what worse luck your bad luck has saved you from,cormac mccarthy,['luck']
knock and hell open the doorvanish and hell make you shine like the sunfall and hell raise you to the heavensbecome nothing and hell turn you into everything,jalal addin rumi,"['islam', 'religion', 'spirituality']"
you will lose someone you cant live withoutand your heart will be badly broken and the bad news is that you never completely get over the loss of your beloved but this is also the good news they live forever in your broken heart that doesnt seal back up and you come through its like having a broken leg that never heals perfectlythat still hurts when the weather gets cold but you learn to dance with the limp,anne lamott,"['grief', 'loss', 'recovery']"
dont waste your time with explanations people only hear what they want to hear,paulo coelho,"['attitude', 'explain', 'gossip', 'life', 'people', 'publicopinion', 'time', 'wisdom']"
im not young enough to know everything,jm barrie,['wisdom']
it is forbidden to kill therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets,voltaire,"['doublestandards', 'ethics', 'governments', 'humor', 'irony', 'killing', 'law', 'mankind', 'morality', 'murder', 'nationalism', 'nations', 'war']"
and i thought about how many people have loved those songs and how many people got through a lot of bad times because of those songs and how many people enjoyed good times with those songs and how much those songs really mean i think it would be great to have written one of those songs i bet if i wrote one of them i would be very proud i hope the people who wrote those songs are happy i hope they feel its enough i really do because theyve made me happy and im only one person,stephen chbosky,"['music', 'songs']"
one can never have enough socks said dumbledore another christmas has come and gone and i didnt get a single pair people will insist on giving me books,jk rowling,"['albusdumbledore', 'books', 'christmas', 'desire', 'family', 'joke', 'socks']"
i nodded looking at rachel with respect you hit the lord of the titans in the eye with a blue plastic hairbrush,rick riordan,"['percyjackson', 'rachelelizabethdare']"
you can you should and if youre brave enough to start you will,stephen king,"['bravery', 'positivethinking', 'selfempowerment', 'writing']"
i came from a real tough neighborhood once a guy pulled a knife on me i knew he wasnt a professional the knife had butter on it,rodney dangerfield,"['crime', 'funny', 'humour', 'neighborhoods']"
some people say never let them see you cry i say if youre so mad you could just cry then cry it terrifies everyone,tina fey,['humor']
biology gives you a brain life turns it into a mind,jeffrey eugenides,"['brain', 'life', 'mind']"
the heart is an arrow it demands aim to land true,leigh bardugo,"['arrow', 'heart', 'inej', 'romance', 'sulipoverb']"
if you treat an individual as he is he will remain how he is but if you treat him as if he were what he ought to be and could be he will become what he ought to be and could be,johann wolfgang von goethe,['inspiration']
literature is the most agreeable way of ignoring life,fernando pessoa,"['literature', 'reading', 'solitude']"
if you ask me what i came to do in this world i an artist will answer you i am here to live out loud,mile zola,"['art', 'calling', 'life']"
though she be but little she is fierce,william shakespeare,['ferocity']
remember to always be yourself unless you suck,joss whedon,['individuality']
i could not tell you if i loved you the first moment i saw you or if it was the second or third or fourth but i remember the first moment i looked at you walking toward me and realized that somehow the rest of the world seemed to vanish when i was with you,cassandra clare,"['devotion', 'love', 'loveatfirstsight', 'truelove']"
when it is dark enough you can see the stars,ralph waldo emerson,"['dark', 'stars']"
books say she did this because life says she did this books are where things are explained to you life is where things arent im not surprised some people prefer books,julian barnes,"['books', 'life']"
i regret that it takes a life to learn how to live,jonathan safran foer,"['close', 'extremely', 'foer', 'incredibly', 'jonathan', 'living', 'loud', 'safran']"
all great and precious things are lonely,john steinbeck,['loneliness']
i cannot believe in a god who wants to be praised all the time,friedrich nietzsche,"['agama', 'agnosticism', 'prayer', 'religion']"
ive got nothing to do today but smile,simon and garfunkel,"['happiness', 'life']"
a ship is safe in harbor but thats not what ships are for,john a shedd,"['courage', 'inspirational', 'misattributedgracehopper', 'misattributedwilliamgtshedd', 'risk']"
if you are a dreamer come inif you are a dreamer a wisher a liara hoper a prayer a magicbeanbuyerif youre a pretender com sit by my firefor we have some flax golden tales to spincome in come in,shel silverstein,"['dreamer', 'imagination', 'liar', 'makebelieve', 'poetry', 'wisher', 'wishes']"
and then he gives me a smile that just seems so genuinely sweet with just the right touch of shyness that unexpected warmth rushes through me,suzanne collins,"['hungergames', 'katnisseverdeen', 'love', 'peetamellark', 'smile', 'suzannecollins']"
its often just enough to be with someone i dont need to touch them not even talk a feeling passes between you both youre not alone,marilyn monroe,"['feelings', 'notalone']"
if you dont know the thing to do is not to get scared but to learn,ayn rand,"['atlas', 'shrugged']"
the pessimist complains about the wind the optimist expects it to change the realist adjusts the sails,william arthur ward,['realist']
the real story of the fleece there were these two children of zeus cadmus and europa okay they were about to get offered up as human sacrifices when they prayed to zeus to save them so zeus sent this magical flying ram with golden wool which picked them up in greece and carried them all the way to colchis in asia minor well actually it carried cadmus europa fell off and died along the way but thats not importantit was probably important to her,rick riordan,"['annabethchase', 'gold', 'humor', 'percyjackson']"
crying is all right in its way while it lasts but you have to stop sooner or later and then you still have to decide what to do,cs lewis,"['books', 'cry', 'crying', 'decisions']"
im not going to wear a red dress she saidit would look stunning my lady she calledshe spoke to the bubbles gathered on the surface of the water if theres anyone i wish to stun at dinner ill hit him in the face,kristin cashore,['humor']
these violent delights have violent endsand in their triump die like fire and powderwhich as they kiss consume,william shakespeare,"['romeoandjuliet', 'shakespeare']"
what is that you express in your eyes it seems to me more than all the print i have read in my life,walt whitman,['poetry']
she read books as one would breathe air to fill up and live,annie dillard,"['books', 'literature', 'reading', 'words']"
failure is the condiment that gives success its flavor,truman capote,"['experience', 'failure', 'metaphor', 'success', 'wisdom']"
what if it lines up like it did in the trojan war  athena versus poseidoni dont know but i just know that ill be fighting next to youwhybecause youre my friend seaweed brain any more stupid questions,rick riordan,"['annabethchase', 'athena', 'percyjackson', 'poseidon']"
it was he thought the difference between being dragged into the arena to face a battle to the death and walking into the arena with your head held high some people perhaps would say that there was little to choose between the two ways but dumbledore knew  and so do i thought harry with a rush of fierce pride and so did my parents  that there was all the difference in the world,jk rowling,['inspirational']
letting go doesnt mean that you dont care about someone anymore its just realizing that the only person you really have control over is yourself,deborah reber,"['acceptance', 'lettinggo', 'love', 'movingon']"
i stood still vision blurring and in that moment i heard my heart break it was a small clean sound like the snapping of a flowers stem,diana gabaldon,"['clairefraser', 'historicalfiction', 'romance', 'scotland', 'timetravel']"
clothes make the man naked people have little or no influence on society,mark twain,['clothing']
we must be willing to let go of the life we planned so as to have the life that is waiting for us,joseph campbell,['wisdom']
before you bella my life was like a moonless night very dark but there were stars points of light and reason and then you shot across my sky like a meteor suddenly everything was on fire there was brilliancy there was beauty when you were gone when the meteor had fallen over the horizon everything went black nothing had changed but my eyes were blinded by the light i couldnt see the stars anymore and there was no more reason for anything,stephenie meyer,"['edward', 'light', 'love', 'reason']"
it is my belief that the truth is generally preferable to lies,jk rowling,['truthlies']
any fool knows men and women think differently at times but the biggest difference is this men forget but never forgive women forgive but never forget,robert jordan,"['forgiveness', 'men', 'women']"
i cannot sleep unless i am surrounded by books,jorge luis borges,['books']
the unreal is more powerful than the real because nothing is as perfect as you can imagine it because its only intangible ideas concepts beliefs fantasies that last stone crumbles wood rots people well they die but things as fragile as a thought a dream a legend they can go on and on if you can change the way people think the way they see themselves the way they see the world you can change the way people live their lives thats the only lasting thing you can create,chuck palahniuk,"['believe', 'inspirational']"
dogs never bite me just humans,marilyn monroe,"['animals', 'dogs']"
life is a series of natural and spontaneous changes dont resist them that only creates sorrow let reality be reality let things flow naturally forward in whatever way they like,lao tzu,"['acceptance', 'change', 'life', 'reality', 'serenity']"
